,weather,base,visibility,dt,timezone,id,name,cod,coord.lon,coord.lat,main.temp,main.feels_like,main.temp_min,main.temp_max,main.pressure,main.humidity,main.sea_level,main.grnd_level,wind.speed,wind.deg,wind.gust,clouds.all,sys.country,sys.sunrise,sys.sunset,sys.type,sys.id,message,rain.1h,snow.1h
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1620917158.0,10800.0,593144.0,Vilkija,200,23.5833,55.05,52.09,51.19,52.09,52.09,1003.0,89.0,1003.0,994.0,9.57,74.0,16.87,100.0,LT,1620872474.0,1620930175.0,1.0,1880.0,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1620917159.0,36000.0,2122605.0,Okhotsk,200,143.3,59.3833,31.71,27.91,31.71,31.71,1012.0,84.0,1012.0,1012.0,3.85,133.0,3.83,95.0,RU,1620928577.0,1620989409.0,,,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1620916952.0,34200.0,6355222.0,Yulara,200,130.9889,-25.2406,72.07,71.04,72.07,72.07,1021.0,44.0,,,8.05,140.0,,0.0,AU,1620942302.0,1620981593.0,1.0,9487.0,,,
0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1620917159.0,-39600.0,4036284.0,Alofi,200,-169.9187,-19.0595,73.26,74.98,73.26,73.26,1012.0,100.0,,,5.75,130.0,,44.0,NU,1620927539.0,1620967991.0,1.0,7306.0,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1620917159.0,36000.0,2165087.0,Gold Coast,200,153.4333,-28.0,55.02,53.89,50.9,61.03,1010.0,78.0,,,1.99,234.0,4.0,0.0,AU,1620937190.0,1620975932.0,2.0,2019164.0,,,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1620917160.0,32400.0,1855540.0,Naze,200,129.4833,28.3667,71.44,72.55,71.44,71.44,1013.0,91.0,1013.0,986.0,7.27,208.0,11.72,80.0,JP,1620851590.0,1620900227.0,,,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1620917160.0,18000.0,1502697.0,Kondinskoye,200,67.41,59.6481,60.1,57.92,60.1,60.1,1025.0,45.0,1025.0,1020.0,7.07,50.0,13.53,7.0,RU,1620860393.0,1620921220.0,,,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1620916981.0,-10800.0,3860443.0,Comodoro Rivadavia,200,-67.5,-45.8667,53.38,51.15,53.38,53.38,1017.0,58.0,,,6.91,290.0,,0.0,AR,1620906101.0,1620940268.0,1.0,8284.0,,,
0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1620917161.0,-18000.0,4011743.0,Constitucion,200,-104.6749,23.9912,67.14,66.56,67.14,113.65,1028.0,64.0,,,1.99,45.0,7.0,22.0,MX,1620908218.0,1620955996.0,2.0,2011962.0,,,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1620917161.0,14400.0,1106677.0,Bambous Virieux,200,57.7575,-20.3428,78.87,78.87,76.21,78.87,1018.0,74.0,1018.0,1015.0,13.8,117.0,17.56,75.0,MU,1620872997.0,1620913248.0,1.0,2061.0,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1620917161.0,19800.0,1278987.0,Allāpalli,200,80.0667,19.4167,92.98,92.61,92.98,92.98,1001.0,33.0,1001.0,984.0,4.18,150.0,8.32,97.0,IN,1620864330.0,1620911207.0,,,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1620917161.0,18000.0,1337613.0,Kulhudhuffushi,200,73.07,6.6221,84.79,94.55,84.79,84.79,1007.0,76.0,1007.0,1006.0,29.1,236.0,39.73,100.0,MV,1620867105.0,1620911790.0,,,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1620917162.0,-14400.0,3893629.0,Coquimbo,200,-71.3436,-29.9533,64.47,63.91,64.47,64.47,1016.0,70.0,1016.0,1015.0,3.18,95.0,4.61,0.0,CL,1620904926.0,1620943288.0,1.0,8514.0,,,
0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000.0,1620917162.0,36000.0,2132606.0,Samarai,200,150.6667,-10.6167,81.66,87.98,81.66,81.66,1008.0,80.0,1008.0,1008.0,7.7,27.0,9.06,20.0,PG,1620936278.0,1620978172.0,,,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1620917162.0,28800.0,1789647.0,Xichang,200,102.2634,27.8964,66.74,65.61,66.74,66.74,1001.0,53.0,1001.0,838.0,2.33,111.0,3.56,9.0,CN,1620858170.0,1620906712.0,,,,,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1620917163.0,-21600.0,3601402.0,Savannah Bight,200,-85.85,16.45,87.84,105.69,86.0,87.84,1015.0,80.0,1015.0,1015.0,17.22,96.0,19.8,79.0,HN,1620904408.0,1620950769.0,1.0,7098.0,,,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1620917163.0,-10800.0,3466980.0,Caravelas,200,-39.2481,-17.7125,83.75,84.61,83.75,83.75,1016.0,49.0,1016.0,1015.0,6.51,131.0,5.95,63.0,BR,1620896052.0,1620936757.0,,,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1620917163.0,28800.0,1786538.0,Yining,200,114.5636,29.0361,71.73,73.2,71.73,71.73,1006.0,98.0,1006.0,992.0,1.1,154.0,1.57,100.0,CN,1620855097.0,1620903881.0,,,,,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1620917163.0,32400.0,2025456.0,Chernyshevskiy,200,112.4714,63.0128,39.92,37.2,39.92,39.92,1014.0,56.0,1014.0,969.0,4.03,223.0,3.71,64.0,RU,1620848009.0,1620911973.0,,,,,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1620917164.0,-10800.0,3402648.0,Carutapera,200,-46.02,-1.195,85.95,93.27,85.95,85.95,1012.0,66.0,1012.0,1011.0,2.73,74.0,6.13,82.0,BR,1620896315.0,1620939744.0,,,,,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1620917164.0,25200.0,1571058.0,Phan Thiet,200,108.1,10.9333,81.82,88.61,81.82,81.82,1008.0,81.0,1008.0,1007.0,5.91,71.0,7.85,53.0,VN,1620858344.0,1620903737.0,,,,,
0,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",stations,10000.0,1620917164.0,32400.0,2112802.0,Hasaki,200,140.8333,35.7333,63.23,63.48,60.17,64.18,1012.0,90.0,1012.0,1012.0,15.79,49.0,20.11,100.0,JP,1620848006.0,1620898362.0,1.0,7955.0,,1.25,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1620917165.0,25200.0,1512205.0,Abaza,200,90.0928,52.655,51.6,49.42,51.6,51.6,1013.0,63.0,1013.0,960.0,2.26,210.0,2.24,98.0,RU,1620857182.0,1620913542.0,,,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1620917165.0,14400.0,148619.0,Ağdam,200,46.9274,39.991,73.02,72.84,73.02,73.02,1014.0,60.0,1014.0,972.0,2.68,218.0,2.95,90.0,AZ,1620869946.0,1620921498.0,,,,,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1620917165.0,-14400.0,6943825.0,Bonaventure,200,-65.4926,48.0457,50.94,48.97,50.56,55.22,1015.0,69.0,1015.0,1015.0,8.97,258.0,14.07,52.0,CA,1620895525.0,1620949881.0,1.0,404.0,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1620917165.0,18000.0,161901.0,Kaka,200,59.6143,37.3482,81.88,79.7,81.88,81.88,1013.0,18.0,1013.0,981.0,7.14,27.0,12.33,88.0,TM,1620867275.0,1620918079.0,,,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1620917166.0,39600.0,2136825.0,Isangel,200,169.2667,-19.55,75.81,77.14,75.81,75.81,1010.0,86.0,1010.0,1010.0,9.42,90.0,16.4,100.0,VU,1620932580.0,1620972941.0,,,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1620916872.0,-10800.0,3430863.0,Mar del Plata,200,-57.5575,-38.0023,62.33,59.72,59.13,68.09,1015.0,31.0,,,3.0,174.0,5.99,0.0,AR,1620902555.0,1620939042.0,2.0,264934.0,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1620917166.0,-18000.0,3827341.0,Tres Marías,200,-99.2431,19.0522,85.15,92.3,52.3,85.15,1020.0,68.0,1020.0,738.0,2.48,87.0,5.37,100.0,MX,1620907386.0,1620954220.0,1.0,7101.0,,,
0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1620917109.0,-25200.0,6115187.0,Quesnel,200,-122.5029,52.9999,57.83,58.01,57.83,57.83,1023.0,100.0,,,0.0,0.0,,40.0,CA,1620908059.0,1620964712.0,1.0,907.0,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1620917167.0,-14400.0,5919850.0,Chapais,200,-74.8492,49.7834,58.39,56.46,58.39,58.39,1021.0,54.0,1021.0,973.0,11.52,298.0,21.21,100.0,CA,1620897403.0,1620952494.0,1.0,859.0,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1620917167.0,43200.0,2122104.0,Petropavlovsk-Kamchatskiy,200,158.6483,53.0452,33.67,27.03,33.67,33.67,1015.0,73.0,1015.0,997.0,7.76,297.0,9.66,100.0,RU,1620926949.0,1620983669.0,1.0,8887.0,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1620917167.0,25200.0,1507390.0,Dikson,200,80.5464,73.5069,25.21,14.32,25.21,25.21,1013.0,82.0,1013.0,1007.0,11.86,315.0,17.58,100.0,RU,0.0,0.0,,,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1620917168.0,10800.0,156098.0,Laela,200,32.05,-8.5667,66.97,66.67,66.97,66.97,1014.0,70.0,1014.0,847.0,2.8,127.0,5.14,90.0,TZ,1620878170.0,1620920415.0,,,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1620917168.0,-28800.0,5861897.0,Fairbanks,200,-147.7164,64.8378,42.8,39.25,36.81,48.15,1019.0,68.0,,,5.75,80.0,,90.0,US,1620909182.0,1620975692.0,1.0,7684.0,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1620917168.0,-21600.0,5530932.0,Socorro,200,-106.3033,31.6546,65.89,64.67,63.55,68.5,1021.0,53.0,1021.0,898.0,10.63,107.0,13.78,0.0,US,1620907786.0,1620957209.0,2.0,2005449.0,,,
0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1620917168.0,-18000.0,4013679.0,Coahuayana Viejo,200,-103.6833,18.7333,89.4,91.89,89.4,89.4,1013.0,46.0,1013.0,1011.0,1.83,193.0,3.06,20.0,MX,1620908481.0,1620955256.0,,,,,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1620917169.0,-36000.0,5851349.0,Nānākuli,200,-158.1547,21.3906,72.36,72.72,71.89,74.1,1018.0,73.0,1018.0,1017.0,11.86,63.0,17.34,75.0,US,1620921302.0,1620968582.0,1.0,7868.0,,,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1620917107.0,36000.0,2098329.0,Daru,200,143.2092,-9.0763,79.75,79.75,79.75,79.75,1007.0,88.0,1007.0,1006.0,12.73,127.0,19.55,54.0,PG,1620937940.0,1620980089.0,,,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1620917169.0,7200.0,355449.0,Esna,200,32.554,25.2934,99.23,93.61,99.23,99.23,1007.0,6.0,1007.0,998.0,13.91,321.0,13.85,0.0,EG,1620875164.0,1620923179.0,1.0,2516.0,,,
0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1620917169.0,-14400.0,3899539.0,Antofagasta,200,-70.4,-23.65,71.22,70.86,67.62,71.22,1018.0,60.0,,,7.0,219.0,8.99,13.0,CL,1620904069.0,1620943692.0,2.0,2019516.0,,,
0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1620917170.0,28800.0,2037069.0,Hailun,200,126.9333,47.45,56.32,53.38,56.32,56.32,1008.0,37.0,1008.0,982.0,5.82,225.0,5.86,25.0,CN,1620849503.0,1620903538.0,,,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1620917170.0,-10800.0,3455298.0,Palotina,200,-53.84,-24.2839,77.43,77.32,77.43,77.43,1020.0,52.0,1020.0,982.0,9.22,61.0,10.69,0.0,BR,1620900154.0,1620939659.0,2.0,2039043.0,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1620917158.0,-18000.0,4016734.0,Bucerías,200,-105.3333,20.75,84.97,86.43,84.97,84.97,1013.0,50.0,1013.0,1012.0,2.98,346.0,4.09,8.0,MX,1620908689.0,1620955840.0,,,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1620917112.0,-21600.0,3983035.0,Sinaloa,200,-107.5,25.0,83.19,87.69,78.35,84.11,1009.0,66.0,,,1.99,90.0,4.0,100.0,MX,1620908794.0,1620956775.0,2.0,2011998.0,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1620917170.0,18000.0,161616.0,Balkanabat,200,54.3671,39.5108,89.89,85.87,89.89,89.89,1013.0,15.0,1013.0,1012.0,10.42,79.0,13.98,9.0,TM,1620868232.0,1620919641.0,,,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1620917171.0,7200.0,913323.0,Kaoma,200,24.8,-14.7833,76.14,75.09,76.14,76.14,1013.0,35.0,1013.0,892.0,4.9,85.0,7.99,1.0,ZM,1620880425.0,1620921640.0,,,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1620917171.0,7200.0,214389.0,Kaniama,200,24.1833,-7.5667,80.49,81.36,80.49,80.49,1010.0,51.0,1010.0,912.0,0.76,177.0,1.01,0.0,CD,1620879977.0,1620922384.0,,,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1620917171.0,7200.0,3146487.0,Raudeberg,200,5.1352,61.9875,58.3,57.92,48.96,58.3,1009.0,87.0,1009.0,998.0,24.65,20.0,25.75,94.0,NO,1620874259.0,1620937245.0,1.0,1616.0,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1620917172.0,3600.0,2445553.0,Dogondoutchi,200,4.0287,13.6393,108.23,105.03,108.23,108.23,1003.0,14.0,1003.0,978.0,4.74,229.0,11.77,0.0,NE,1620883087.0,1620928948.0,,,,,
0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000.0,1620917172.0,39600.0,2108857.0,Gizo Government Station,200,156.8419,-8.103,81.93,87.66,81.93,81.93,1008.0,76.0,1008.0,1007.0,3.96,60.0,4.07,12.0,SB,1620934588.0,1620976897.0,,,,,
0,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",stations,7000.0,1620917092.0,-10800.0,3394023.0,Natal,200,-35.2094,-5.795,78.62,80.65,75.81,78.62,1013.0,95.0,1013.0,1009.0,10.63,154.0,19.82,75.0,BR,1620894090.0,1620936780.0,1.0,8417.0,,1.15,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1620917172.0,0.0,2460755.0,Bafoulabé,200,-10.8321,13.8065,110.26,104.34,110.26,110.26,1006.0,9.0,1006.0,994.0,6.33,4.0,14.72,1.0,ML,1620886639.0,1620932530.0,,,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1620917173.0,32400.0,1862505.0,Hirara,200,125.2833,24.8,78.69,80.55,78.69,78.69,1013.0,91.0,1013.0,1010.0,16.02,167.0,18.97,100.0,JP,1620852966.0,1620900866.0,,,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1620917099.0,0.0,3372472.0,Vila Franca do Campo,200,-25.4333,37.7167,70.72,70.54,70.72,70.72,1026.0,65.0,1026.0,1023.0,8.84,252.0,10.94,100.0,PT,1620887624.0,1620938553.0,1.0,6899.0,,,
0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1620917173.0,10800.0,189741.0,Lamu,200,40.902,-2.2717,79.74,79.74,79.74,79.74,1012.0,76.0,1012.0,1011.0,15.95,184.0,23.0,49.0,KE,1620875539.0,1620918797.0,,,,,
0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000.0,1620917173.0,36000.0,2171722.0,Charters Towers,200,146.2667,-20.1,70.81,70.5,70.81,70.81,1012.0,62.0,1012.0,976.0,7.45,170.0,11.81,13.0,AU,1620938151.0,1620978410.0,,,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1620917174.0,25200.0,7766873.0,Jati,200,106.1958,-6.5153,81.32,89.42,79.97,87.04,1009.0,90.0,1009.0,1003.0,0.87,46.0,0.98,100.0,ID,1620860207.0,1620902787.0,2.0,2017783.0,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1620917174.0,3600.0,2488835.0,Médéa,200,2.7539,36.2642,65.61,63.55,65.61,65.61,1014.0,36.0,1014.0,914.0,9.84,296.0,13.51,0.0,DZ,1620881058.0,1620931590.0,1.0,1060.0,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1620917100.0,-18000.0,4705708.0,Leander,200,-97.8531,30.5788,59.95,59.79,57.52,65.44,1023.0,88.0,,,3.0,353.0,5.01,95.0,US,1620905883.0,1620955056.0,2.0,2009793.0,,,
0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1620917174.0,18000.0,1489853.0,Tazovsky,200,78.7,67.4667,28.8,16.41,28.8,28.8,1018.0,88.0,1018.0,1014.0,17.98,329.0,30.96,15.0,RU,1620852764.0,1620923429.0,,,,,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1620917175.0,25200.0,1491706.0,Slavgorod,200,78.6449,52.9978,57.18,54.9,57.18,57.18,1017.0,49.0,1017.0,1003.0,6.91,18.0,14.14,70.0,RU,1620859839.0,1620916380.0,,,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1620917175.0,36000.0,2065594.0,Mount Isa,200,139.5,-20.7333,73.29,71.46,73.29,73.29,1016.0,24.0,,,12.66,170.0,,0.0,AU,1620939833.0,1620979976.0,1.0,9495.0,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1620917175.0,0.0,2354176.0,Tougan,200,-3.0667,13.0667,106.61,103.06,106.61,106.61,1004.0,14.0,1004.0,971.0,3.24,229.0,8.08,2.0,BF,1620884839.0,1620930602.0,,,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1620917176.0,25200.0,1510689.0,Baykit,200,96.37,61.67,47.37,44.92,47.37,47.37,1010.0,73.0,1010.0,992.0,5.32,171.0,16.53,100.0,RU,1620852560.0,1620915151.0,,,,,
0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1620917176.0,14400.0,579492.0,Balakovo,200,47.8007,52.0278,74.43,73.92,74.43,74.43,1018.0,50.0,1018.0,1015.0,13.78,138.0,27.13,15.0,RU,1620867477.0,1620923547.0,,,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1620917176.0,10800.0,477846.0,Ust'ye,200,39.736,59.6304,72.01,71.49,72.01,72.01,1015.0,55.0,1015.0,1001.0,7.05,117.0,14.54,2.0,RU,1620867031.0,1620927865.0,,,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1620917108.0,7200.0,3356832.0,Henties Bay,200,14.2845,-22.116,73.06,72.46,73.06,73.06,1011.0,51.0,1011.0,1008.0,10.54,193.0,13.6,0.0,NA,1620883595.0,1620923517.0,,,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1620917177.0,-10800.0,3452599.0,Posse,200,-46.3694,-14.0931,84.25,82.56,84.25,84.25,1015.0,33.0,1015.0,928.0,3.09,163.0,2.93,6.0,BR,1620897450.0,1620938776.0,,,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1620916934.0,0.0,3414079.0,Olafsvik,200,-23.7142,64.8945,40.91,40.91,40.91,40.91,1024.0,65.0,1024.0,1023.0,2.93,84.0,3.98,87.0,IS,1620879454.0,1620945898.0,,,,,
0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,10000.0,1620917177.0,19800.0,1242110.0,Kalmunai,200,81.8167,7.4167,82.42,90.68,82.42,82.42,1006.0,83.0,1006.0,1005.0,8.66,166.0,9.91,100.0,LK,1620864941.0,1620909755.0,,,,0.12,
0,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",stations,10000.0,1620917177.0,19800.0,1264621.0,Madanapalle,200,78.5,13.55,79.32,79.32,79.32,79.32,1006.0,65.0,1006.0,931.0,1.86,176.0,7.49,100.0,IN,1620865225.0,1620911064.0,,,,2.37,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1620916935.0,-18000.0,6148373.0,Sioux Lookout,200,-91.917,50.1001,67.53,65.91,67.53,72.27,1023.0,41.0,,,3.44,200.0,,75.0,CA,1620901425.0,1620956665.0,1.0,979.0,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1620917178.0,28800.0,2027244.0,Bagdarin,200,113.6,54.4333,32.2,27.82,32.2,32.2,1012.0,86.0,1012.0,906.0,4.45,330.0,6.46,88.0,RU,1620851074.0,1620908367.0,,,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1620917178.0,28800.0,1786855.0,Yatou,200,122.3833,37.15,58.46,57.63,58.46,58.46,1013.0,77.0,1013.0,1008.0,5.17,188.0,5.32,100.0,CN,1620852246.0,1620902979.0,,,,,
0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,8000.0,1620917178.0,20700.0,1283240.0,Kathmandu,200,85.3167,27.7167,100.31,163.2,100.31,100.31,1011.0,82.0,,,0.0,0.0,,20.0,NP,1620862255.0,1620910762.0,1.0,9201.0,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1620917178.0,3600.0,2314705.0,Kikwit,200,18.8162,-5.041,88.7,91.47,88.7,88.7,1008.0,48.0,1008.0,957.0,1.01,133.0,3.22,7.0,CD,1620881062.0,1620923875.0,,,,,
0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000.0,1620917179.0,14400.0,286245.0,Sur,200,59.5289,22.5667,91.06,94.3,91.06,91.06,1002.0,45.0,1002.0,1001.0,0.65,198.0,3.18,14.0,OM,1620868961.0,1620916434.0,,,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1620917179.0,-10800.0,3455461.0,Palmares do Sul,200,-50.5097,-30.2578,63.75,62.04,63.75,63.75,1023.0,47.0,1023.0,1023.0,4.21,271.0,4.97,0.0,BR,1620899956.0,1620938258.0,,,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,9070.0,1620917103.0,20700.0,1283285.0,Jumla,200,82.1838,29.2747,51.35,50.56,51.35,51.35,1012.0,93.0,1012.0,769.0,3.85,234.0,4.43,100.0,NP,1620862839.0,1620911682.0,,,,,
0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1620917180.0,18000.0,1490085.0,Tarko-Sale,200,77.785,64.9225,35.01,31.55,35.01,35.01,1019.0,63.0,,,4.0,315.0,8.01,31.0,RU,1620855134.0,1620921498.0,2.0,265489.0,,,
0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,10000.0,1620917180.0,3600.0,2400547.0,Gamba,200,10.0,-2.65,82.58,89.11,82.58,82.58,1009.0,76.0,1009.0,1005.0,8.39,218.0,9.64,62.0,GA,1620882986.0,1620926183.0,,,,0.17,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1620917180.0,28800.0,1806687.0,Yong’an,200,113.6871,39.6957,63.82,62.58,63.82,63.82,1007.0,57.0,1007.0,887.0,11.1,141.0,19.89,1.0,CN,1620853978.0,1620905421.0,,,,,
0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1620917180.0,-10800.0,3445026.0,Vila Velha,200,-40.2925,-20.3297,76.24,76.86,75.94,81.97,1019.0,70.0,,,10.0,180.0,14.0,20.0,BR,1620896535.0,1620936775.0,2.0,2012383.0,,,
